player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,total_goals_against,penalty_goals_against,penalty_saves,non_penalty_goals_against,penalty_onTarget_attempts,penalty_saves_percentage%,shot_onTarget_saved,save%,save_both_hands,save_chest,save_head,save_left_foot,save_left_hand,right_foot,save_right_hand,position,group
Aritz Elustondo Irribaria,1469,1103,366,75.08509189925118,166,84,82,50.602409638554214,727,679,48,93.39752407152683,163,49,114,30.061349693251532,18.713531592207325,57,16,41,28.07017543859649,12,0,38,20,16,7,30,Real Sociedad,31,Spain - La Liga,16,6,6,0,2,1,1.642010485,37.5,6.25,16.666666666666664,0.1026256553125,105,110,37,35,54,102,384,70,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Armindo Tué Na Bangna,679,513,166,75.55228276877762,38,18,20,47.368421052631575,519,441,78,84.97109826589595,30,8,22,26.666666666666668,13.678996067668098,52,17,35,32.69230769230769,22,1,99,63,68,44,27,Real Sociedad,32,Spain - La Liga,48,20,13,0,13,2,3.518182542,41.66666666666667,4.166666666666666,10.0,0.073295469625,91,37,10,19,17,2,282,22,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Arnaldo Antonio Sanabria Ayala,624,453,171,72.59615384615384,68,23,45,33.82352941176471,402,336,66,83.5820895522388,18,7,11,38.88888888888889,13.932557526087693,10,3,7,30.0,12,1,55,28,24,11,43,Sporting Gijón,29,Spain - La Liga,52,19,17,4,8,11,11.4146459414,36.53846153846153,21.153846153846153,57.89473684210527,0.21951242195,80,217,7,42,36,7,407,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Arthur Etienne Boka,666,505,161,75.82582582582582,92,51,41,55.434782608695656,302,262,40,86.75496688741721,67,26,41,38.80597014925373,17.028340089707026,22,5,17,22.727272727272727,5,0,29,13,14,4,19,Málaga,14,Spain - La Liga,7,2,3,0,2,0,0.56619843,28.57142857142857,0.0,0.0,0.08088549,65,48,9,17,25,18,116,23,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Asier Illarramendi Andonegi,1838,1444,394,78.56365614798693,278,182,96,65.46762589928058,1101,1021,80,92.7338782924614,220,106,114,48.18181818181818,19.185864277953428,29,6,23,20.689655172413794,27,1,40,29,15,12,71,Real Sociedad,33,Spain - La Liga,22,7,5,0,9,1,1.2959312094,31.818181818181817,4.545454545454546,14.285714285714285,0.05890596406363636,189,176,64,52,78,61,725,103,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Asier Riesgo Unamuno,1066,506,560,47.467166979362105,188,59,129,31.382978723404253,70,69,1,98.57142857142858,910,361,549,39.67032967032967,52.42591567830056,0,0,0,0.0,1,0,0,0,0,0,10,Eibar,34,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,210,0,0,1,0,6,3,0,53,3,1,50,4,25.0,79,61.240310077519375,54,0,1,6,5,3,10,Goalkeeper,Goalkeepers
Augusto Matías Fernández,1480,1305,175,88.17567567567568,141,95,46,67.37588652482269,1102,1036,66,94.01088929219601,78,38,40,48.717948717948715,17.580956814709783,3,2,1,66.66666666666666,6,1,32,22,4,4,27,Atlético Madrid,28,Spain - La Liga,13,4,4,0,2,1,0.845611313,30.76923076923077,7.6923076923076925,25.0,0.06504702407692307,147,138,64,55,46,35,595,81,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Aymen Abdennour,894,736,158,82.32662192393735,61,26,35,42.62295081967213,526,508,18,96.57794676806084,112,39,73,34.82142857142857,21.60708707528295,0,0,0,0.0,3,0,11,11,0,0,14,Valencia,22,Spain - La Liga,7,2,3,0,1,0,0.998068014,28.57142857142857,0.0,0.0,0.14258114485714285,65,73,23,24,44,92,200,52,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Aymeric Laporte,1337,1093,244,81.75018698578907,169,93,76,55.02958579881657,718,682,36,94.98607242339833,195,89,106,45.64102564102564,22.472465025535378,7,1,6,14.285714285714285,5,1,19,11,1,0,27,Athletic Club,26,Spain - La Liga,20,6,2,0,8,3,2.9842405446,30.0,15.0,50.0,0.14921202723,102,78,27,31,45,103,235,50,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Aythami Artiles Oliva,1616,1344,272,83.16831683168317,135,72,63,53.333333333333336,928,897,31,96.65948275862068,204,83,121,40.68627450980392,21.64411006732292,1,1,0,100.0,4,1,6,3,2,1,17,Las Palmas,31,Spain - La Liga,9,2,3,0,1,0,1.3028320180000001,22.22222222222222,0.0,0.0,0.14475911311111112,89,121,32,32,52,201,233,49,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Benoît Trémoulinas,1185,867,318,73.16455696202532,139,76,63,54.67625899280576,563,503,60,89.34280639431617,149,50,99,33.557046979865774,18.309409441097014,78,20,58,25.64102564102564,16,3,31,13,18,6,30,Sevilla,24,Spain - La Liga,13,5,4,0,3,0,0.794651972,38.46153846153847,0.0,0.0,0.06112707476923077,80,62,18,12,40,52,171,26,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Bernard Mensah,42,38,4,90.47619047619048,7,5,2,71.42857142857143,28,26,2,92.85714285714286,3,2,1,66.66666666666666,19.057616124685712,1,0,1,0.0,0,0,6,4,2,2,2,Getafe,8,Spain - La Liga,2,0,2,0,0,0,0.018181613,0.0,0.0,0.0,0.0090908065,3,3,3,6,1,0,21,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Bernardo José Espinosa Zúñiga,558,396,162,70.96774193548387,68,24,44,35.294117647058826,218,208,10,95.41284403669725,120,40,80,33.33333333333333,23.34010567641032,0,0,0,0.0,4,0,1,1,0,0,12,Sporting Gijón,16,Spain - La Liga,14,5,3,0,1,1,0.825819953,35.714285714285715,7.142857142857142,20.0,0.0589871395,57,53,16,36,40,107,141,40,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Beñat Etxebarria Urkiaga,2157,1628,529,75.47519703291609,394,252,142,63.95939086294417,1147,1056,91,92.0662598081953,470,206,264,43.829787234042556,21.60777911606587,60,15,45,25.0,59,4,47,27,12,8,69,Athletic Club,36,Spain - La Liga,30,9,12,1,7,1,1.1956550934,30.0,3.3333333333333335,11.11111111111111,0.039855169780000005,218,108,52,52,57,12,641,58,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Bojan Jokić,67,49,18,73.13432835820896,16,7,9,43.75,32,30,2,93.75,12,2,10,16.666666666666664,20.435621133460298,2,0,2,0.0,0,0,0,0,0,0,1,Villarreal,2,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,5,1,3,8,10,16,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Borja Ekiza Imaz,98,52,46,53.06122448979592,20,8,12,40.0,21,15,6,71.42857142857143,15,4,11,26.666666666666668,20.118283733431838,3,0,3,0.0,0,0,1,1,0,0,1,Eibar,4,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,6,0,7,8,5,21,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Borja Fernández Fernández,62,46,16,74.19354838709677,5,1,4,20.0,30,29,1,96.66666666666667,8,2,6,25.0,19.445995003726452,0,0,0,0.0,1,0,2,1,1,0,0,Celta Vigo,4,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,5,2,3,4,3,26,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Borja González Tomás,647,449,198,69.39721792890263,58,23,35,39.6551724137931,393,326,67,82.95165394402035,14,6,8,42.857142857142854,12.815917423987328,14,3,11,21.428571428571427,16,3,26,15,12,4,35,Eibar,36,Spain - La Liga,94,42,27,1,18,18,16.8726144725,44.680851063829785,19.148936170212767,42.857142857142854,0.17949589864361704,73,186,12,41,38,11,551,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Borja Mayoral Moya,84,68,16,80.95238095238095,3,3,0,100.0,71,61,10,85.91549295774648,0,0,0,0.0,10.765776219411428,3,1,2,33.33333333333333,1,0,8,6,5,3,3,Real Madrid,6,Spain - La Liga,3,2,0,0,0,0,0.18336825099999998,66.66666666666666,0.0,0.0,0.06112275033333333,6,16,2,3,5,0,78,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Borja Viguera Manzanares,95,68,27,71.57894736842105,10,5,5,50.0,46,41,5,89.13043478260869,3,2,1,66.66666666666666,13.90702537317221,4,0,4,0.0,2,0,8,3,8,3,4,Athletic Club,9,Spain - La Liga,7,2,3,0,1,0,1.045676658,28.57142857142857,0.0,0.0,0.14938237971428572,12,15,0,3,7,5,57,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Bruno González Cabrera,1070,847,223,79.1588785046729,79,25,54,31.645569620253166,544,524,20,96.32352941176471,132,33,99,25.0,22.686013490719628,0,0,0,0.0,0,0,15,12,3,3,15,Real Betis,32,Spain - La Liga,17,3,7,0,5,0,1.076868629,17.647058823529413,0.0,0.0,0.06334521347058823,92,130,39,39,52,224,343,77,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Bruno Soriano Llido,1728,1455,273,84.20138888888889,259,176,83,67.95366795366795,1146,1064,82,92.84467713787086,107,57,50,53.271028037383175,18.177941439690418,5,2,3,40.0,13,1,27,20,6,4,25,Villarreal,31,Spain - La Liga,25,9,8,1,6,5,3.8251735129999997,36.0,20.0,55.55555555555556,0.15300694052,163,110,35,29,53,66,326,72,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Carl Medjani,511,393,118,76.90802348336595,80,30,50,37.5,267,251,16,94.00749063670412,96,36,60,37.5,23.88364053336,1,0,1,0.0,3,0,3,2,0,0,8,Levante UD,14,Spain - La Liga,6,2,4,0,0,1,0.54010925,33.33333333333333,16.666666666666664,50.0,0.09001820833333334,22,34,10,9,19,76,82,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Carles Planas Antolínez,1157,895,262,77.35522904062229,142,87,55,61.267605633802816,625,585,40,93.60000000000001,130,35,95,26.923076923076923,18.73607906927668,28,7,21,25.0,6,2,8,5,4,2,10,Celta Vigo,24,Spain - La Liga,3,1,2,0,0,0,0.15004844900000003,33.33333333333333,0.0,0.0,0.050016149666666676,50,108,33,20,43,69,348,45,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Carlos Alberto Vela Garrido,1174,862,312,73.42419080068143,130,78,52,60.0,715,618,97,86.43356643356643,144,56,88,38.88888888888889,16.935289842346712,71,20,51,28.169014084507044,48,4,121,59,60,29,98,Real Sociedad,35,Spain - La Liga,61,20,25,2,14,5,8.068021599,32.78688524590164,8.19672131147541,25.0,0.13226264916393443,137,93,22,42,39,3,428,16,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Carlos Carbonell Gil,2,1,1,50.0,0,0,0,0.0,1,1,0,100.0,0,0,0,0.0,13.238834533199999,0,0,0,0.0,0,0,1,0,0,0,0,Valencia,1,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,3,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Carlos Carmona Bonet,576,394,182,68.40277777777779,82,41,41,50.0,344,286,58,83.13953488372093,53,18,35,33.9622641509434,16.228964023941252,38,10,28,26.31578947368421,19,3,42,20,15,8,21,Sporting Gijón,20,Spain - La Liga,15,5,4,0,3,2,2.6045733423,33.33333333333333,13.333333333333334,40.0,0.17363822282000002,69,86,28,36,50,8,372,29,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Carlos Castro García,203,159,44,78.32512315270937,12,5,7,41.66666666666667,151,129,22,85.43046357615894,4,1,3,25.0,11.517509734478425,2,1,1,50.0,4,0,22,10,10,4,24,Sporting Gijón,25,Spain - La Liga,25,12,2,2,9,7,5.360134525,48.0,28.000000000000004,58.333333333333336,0.214405381,31,75,3,10,10,6,139,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Carlos Fernández Luna,9,8,1,88.88888888888889,1,0,1,0.0,7,7,0,100.0,0,0,0,0.0,10.061903828399998,0,0,0,0.0,1,0,0,0,0,0,1,Sevilla,1,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,3,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Carlos Gurpegi Nausia,544,433,111,79.59558823529412,57,25,32,43.859649122807014,260,252,8,96.92307692307692,70,21,49,30.0,21.13693125618375,3,1,2,33.33333333333333,2,0,2,2,0,0,12,Athletic Club,15,Spain - La Liga,5,0,2,0,0,0,0.293443836,0.0,0.0,0.0,0.058688767200000005,39,44,10,16,17,72,102,28,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Carlos Henrique Casimiro,1056,917,139,86.83712121212122,137,89,48,64.96350364963503,646,614,32,95.04643962848297,147,99,48,67.3469387755102,20.533804773627274,2,1,1,50.0,5,2,12,9,4,3,44,Real Madrid,23,Spain - La Liga,20,3,11,0,6,1,1.0785193644,15.0,5.0,33.33333333333333,0.053925968219999995,89,94,57,49,67,31,406,46,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Carlos Martín Vigaray,507,383,124,75.54240631163708,72,39,33,54.166666666666664,243,220,23,90.53497942386831,64,21,43,32.8125,18.760102675856096,14,2,12,14.285714285714285,7,0,23,12,8,2,10,Getafe,14,Spain - La Liga,4,3,1,0,0,1,0.293112745,75.0,25.0,33.33333333333333,0.07327818625,43,66,26,23,31,36,203,25,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Carlos Martínez Díez,353,274,79,77.62039660056658,39,25,14,64.1025641025641,182,168,14,92.3076923076923,36,14,22,38.88888888888889,17.00852456076782,17,5,12,29.411764705882355,5,1,12,8,5,2,7,Real Sociedad,9,Spain - La Liga,3,0,2,1,0,0,0.1943658597,0.0,0.0,0.0,0.0647886199,26,27,10,5,12,15,65,15,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Celso Borges Mora,972,787,185,80.96707818930041,148,90,58,60.810810810810814,532,499,33,93.796992481203,76,39,37,51.31578947368421,16.50577478855185,6,2,4,33.33333333333333,19,2,18,15,6,6,21,RC Deportivo La Coruña,24,Spain - La Liga,20,8,5,0,4,3,2.718280613,40.0,15.0,37.5,0.13591403065000002,78,107,27,26,34,29,307,40,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Charles Días Barbosa de Oliveira,873,620,253,71.01947308132875,86,37,49,43.02325581395349,458,401,57,87.55458515283843,25,12,13,48.0,13.075951851809483,17,5,12,29.411764705882355,31,3,26,15,17,9,50,Málaga,35,Spain - La Liga,86,39,18,2,17,12,10.830982918,45.348837209302324,13.953488372093023,30.76923076923077,0.1259416618372093,75,176,17,70,35,37,415,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Charly Musonda Junior,394,284,110,72.08121827411168,38,24,14,63.1578947368421,263,220,43,83.65019011406845,38,10,28,26.31578947368421,15.76206030280203,31,5,26,16.129032258064516,11,1,90,52,51,33,57,Real Betis,16,Spain - La Liga,14,6,3,0,4,1,0.672990705,42.857142857142854,7.142857142857142,16.666666666666664,0.048070764642857144,60,46,9,20,17,5,243,15,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Chengdong Zhang,3,2,1,66.66666666666666,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,19.694260941599996,1,0,1,0.0,0,0,0,0,0,0,0,Rayo Vallecano,1,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Christian Atsu Twasam,143,112,31,78.32167832167832,12,9,3,75.0,107,89,18,83.17757009345794,9,6,3,66.66666666666666,14.119911507363357,9,2,7,22.22222222222222,6,0,23,13,16,9,10,Málaga,11,Spain - La Liga,9,6,3,0,0,2,1.258855359,66.66666666666666,22.22222222222222,33.33333333333333,0.13987281766666668,16,24,4,3,9,1,65,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Ciro Immobile,63,41,22,65.07936507936508,4,1,3,25.0,42,31,11,73.80952380952381,3,2,1,66.66666666666666,13.692514493794285,6,0,6,0.0,1,0,5,2,2,0,5,Sevilla,8,Spain - La Liga,14,6,5,0,3,2,2.585423243,42.857142857142854,14.285714285714285,33.33333333333333,0.18467308878571428,10,12,2,11,6,6,78,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Claudio Andrés Bravo Muñoz,1004,848,156,84.4621513944223,38,10,28,26.31578947368421,573,570,3,99.47643979057592,247,107,140,43.31983805668016,28.53604019417307,0,0,0,0.0,0,0,1,1,0,0,1,Barcelona,32,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,119,0,0,0,1,2,3,0,20,1,0,19,1,0.0,83,81.37254901960785,66,3,1,2,6,2,3,Goalkeeper,Goalkeepers
Claudio Beauvue,134,85,49,63.43283582089553,17,8,9,47.05882352941176,70,55,15,78.57142857142857,12,4,8,33.33333333333333,15.588869741376717,11,3,8,27.27272727272727,5,0,17,10,7,4,7,Celta Vigo,10,Spain - La Liga,11,4,5,0,1,1,1.0845382465,36.36363636363637,9.090909090909092,25.0,0.09859438604545455,21,45,5,13,11,7,86,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Claudio Matías Kranevitter,133,100,33,75.18796992481202,13,6,7,46.15384615384615,80,70,10,87.5,14,4,10,28.57142857142857,19.095339896753686,1,0,1,0.0,0,0,3,3,0,0,3,Atlético Madrid,8,Spain - La Liga,1,0,0,0,1,0,0.031144707,0.0,0.0,0.0,0.031144707,15,15,8,10,8,13,64,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Cristiano Biraghi,1372,939,433,68.4402332361516,179,83,96,46.36871508379888,483,429,54,88.81987577639751,242,85,157,35.12396694214876,20.136680495046996,67,16,51,23.88059701492537,15,1,24,12,16,8,16,Granada,32,Spain - La Liga,11,1,6,0,2,0,0.14334882999999998,9.090909090909092,0.0,0.0,0.013031711818181817,95,114,34,47,68,96,320,45,1,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Cristiano Piccini,843,641,202,76.0379596678529,104,58,46,55.769230769230774,415,365,50,87.95180722891565,69,23,46,33.33333333333333,16.55772552094292,34,13,21,38.23529411764706,13,0,49,26,29,14,13,Real Betis,16,Spain - La Liga,14,3,4,0,5,0,0.4584426865,21.428571428571427,0.0,0.0,0.03274590617857143,85,64,31,30,33,45,191,32,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Cristiano Ronaldo dos Santos Aveiro,1146,878,268,76.61431064572426,82,55,27,67.07317073170732,881,740,141,83.99545970488082,28,12,16,42.857142857142854,12.818792624585088,58,21,37,36.206896551724135,34,10,95,54,69,36,48,Real Madrid,36,Spain - La Liga,228,97,73,7,39,35,31.9684259918,42.54385964912281,15.350877192982457,36.08247422680412,0.1402123947008772,69,58,8,24,20,14,171,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Cédric Bakambu,515,367,148,71.26213592233009,36,20,16,55.55555555555556,337,270,67,80.1186943620178,15,4,11,26.666666666666668,12.971806578212785,23,5,18,21.73913043478261,13,3,44,25,14,9,36,Villarreal,34,Spain - La Liga,49,26,15,0,8,12,9.37201188,53.06122448979592,24.489795918367346,46.15384615384615,0.19126554857142858,54,104,10,61,26,5,380,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Forward,Forwards
Damián Nicolás Suárez Suárez,1684,1279,405,75.95011876484561,293,182,111,62.116040955631405,755,663,92,87.81456953642383,215,88,127,40.93023255813954,18.335962258633455,37,13,24,35.13513513513514,25,3,51,19,20,7,35,Getafe,31,Spain - La Liga,9,2,4,0,2,0,0.2029115453,22.22222222222222,0.0,0.0,0.022545727255555554,127,119,45,50,69,55,487,54,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Dani Castellano Betancor,1383,1110,273,80.26030368763557,130,81,49,62.30769230769231,803,733,70,91.2826899128269,81,37,44,45.67901234567901,15.884379237521387,26,7,19,26.923076923076923,11,0,58,40,18,7,50,Las Palmas,27,Spain - La Liga,8,2,4,0,2,0,0.35396272900000003,25.0,0.0,0.0,0.044245341125000004,96,112,32,29,62,70,289,75,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Daniel Alves da Silva,1971,1682,289,85.33739218670725,172,143,29,83.13953488372093,1211,1129,82,93.22873658133773,169,111,58,65.68047337278107,15.736490976865387,86,26,60,30.23255813953488,18,4,51,26,18,5,24,Barcelona,29,Spain - La Liga,16,4,5,1,5,0,0.665335579,25.0,0.0,0.0,0.0415834736875,157,95,42,43,63,33,381,29,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Daniel Arnaud N''Di	,227,153,74,67.40088105726872,35,17,18,48.57142857142857,152,133,19,87.5,14,2,12,14.285714285714285,15.409988057145727,12,1,11,8.333333333333332,7,0,26,17,9,6,42,Sporting Gijón,15,Spain - La Liga,12,4,5,0,2,1,1.714392993,33.33333333333333,8.333333333333332,25.0,0.14286608274999998,33,65,9,17,10,2,127,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Daniel Carvajal Ramos,1228,1065,163,86.72638436482086,82,67,15,81.70731707317073,798,752,46,94.23558897243107,84,48,36,57.14285714285714,16.221732270769643,58,30,28,51.724137931034484,28,4,43,21,23,9,29,Real Madrid,22,Spain - La Liga,8,0,6,0,1,0,0.407570095,0.0,0.0,0.0,0.050946261875,75,55,17,35,50,34,281,42,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Daniel Ceballos Fernández,1245,995,250,79.91967871485943,191,136,55,71.20418848167539,844,746,98,88.38862559241706,81,46,35,56.79012345679012,15.850156692742555,16,7,9,43.75,21,2,108,59,49,24,96,Real Betis,34,Spain - La Liga,17,3,7,1,6,0,0.7154775614,17.647058823529413,0.0,0.0,0.042086915376470586,156,112,41,47,40,22,515,41,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Daniel Filipe Martins Carriço,499,408,91,81.76352705410822,43,20,23,46.51162790697674,290,280,10,96.55172413793103,67,29,38,43.28358208955223,21.861224284608575,1,0,1,0.0,0,1,5,3,1,1,9,Sevilla,14,Spain - La Liga,7,3,4,0,0,1,1.052343279,42.857142857142854,14.285714285714285,33.33333333333333,0.15033475414285716,39,47,11,13,23,70,132,22,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Daniel García Carrillo,1761,1323,438,75.12776831345826,343,181,162,52.76967930029155,756,685,71,90.60846560846561,314,145,169,46.17834394904459,22.573425446368518,11,3,8,27.27272727272727,14,0,29,18,2,0,50,Eibar,35,Spain - La Liga,20,4,7,0,6,0,1.297457007,20.0,0.0,0.0,0.06487285035,213,145,60,65,67,54,559,63,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Daniel Giménez Hernández,86,47,39,54.65116279069767,16,6,10,37.5,18,18,0,100.0,55,16,39,29.09090909090909,47.11689770533953,0,0,0,0.0,0,0,0,0,0,0,0,Real Betis,3,Spain - La Liga,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,2,0,0,2,0,0.0,5,71.42857142857143,4,0,0,0,0,1,0,Goalkeeper,Goalkeepers
Daniel Parejo Muñoz,1885,1537,348,81.53846153846153,261,194,67,74.32950191570882,1188,1088,100,91.58249158249158,225,113,112,50.22222222222222,19.148564164874685,31,14,17,45.16129032258064,35,5,63,36,13,4,91,Valencia,33,Spain - La Liga,46,20,12,2,12,8,4.5968741892,43.47826086956522,17.391304347826086,40.0,0.09993204759130435,171,121,51,49,54,28,819,43,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Daniel Wass,1665,1300,365,78.07807807807808,263,173,90,65.77946768060836,1049,946,103,90.1811248808389,189,82,107,43.386243386243386,19.04695132735308,32,9,23,28.125,34,5,34,22,16,9,47,Celta Vigo,36,Spain - La Liga,49,13,22,1,12,2,4.2581358295,26.53061224489796,4.081632653061225,15.384615384615385,0.08690073121428571,119,106,37,35,43,44,391,41,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Daniele Bonera,504,432,72,85.71428571428571,62,33,29,53.2258064516129,289,280,9,96.88581314878893,67,31,36,46.26865671641791,23.207565019335714,0,0,0,0.0,1,0,1,1,0,0,7,Villarreal,14,Spain - La Liga,2,1,1,0,0,0,0.187640244,50.0,0.0,0.0,0.093820122,19,24,5,16,18,34,84,15,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Danilo Barbosa da Silva,502,377,125,75.0996015936255,72,41,31,56.94444444444444,311,268,43,86.17363344051448,37,21,16,56.75675675675676,17.81730241227251,1,0,1,0.0,7,0,44,26,18,9,48,Valencia,19,Spain - La Liga,16,3,7,0,6,0,0.876247253,18.75,0.0,0.0,0.0547654533125,73,68,27,27,32,22,342,21,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Midfield,Midfielders
Danilo Luiz da Silva,1491,1260,231,84.50704225352112,130,89,41,68.46153846153847,969,902,67,93.08565531475749,102,34,68,33.33333333333333,16.588913451867523,57,15,42,26.31578947368421,12,5,24,16,14,7,24,Real Madrid,24,Spain - La Liga,18,6,8,0,4,2,0.958600025,33.33333333333333,11.11111111111111,33.33333333333333,0.05325555694444444,89,85,43,41,42,50,267,54,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
