player,total_passes,total_completed,total_uncompleted,total_percentage%,f3_passes,f3_completed,f3_uncompleted,f3_percentage%,short_passes,short_completed,short_uncompleted,short_percentage%,long_passes,long_completed,long_uncompleted,long_percentage%,average_pass_length,crosses,crosses_completed,crosses_uncompleted,crosses_percentage%,total_shot_assists,total_goal_assists,dribbles,dribbles_completed,dribbles_f3,dribbles_f3_completed,fouls_won,team,MP,competition,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,recoveries,duels,duels_won,fouls_committed,shot_blocked,clearances,pressure,interceptions,total_goals_against,penalty_goals_against,penalty_saves,non_penalty_goals_against,penalty_onTarget_attempts,penalty_saves_percentage%,shot_onTarget_saved,save%,save_both_hands,save_chest,save_head,save_left_foot,save_left_hand,right_foot,save_right_hand,position,group
Lewis Grabban,327,274,53,83.79204892966361,24,17,7,70.83333333333334,247,219,28,88.66396761133603,10,4,6,40.0,13.72682906946275,9,3,6,33.33333333333333,7,0,25,13,13,6,5,AFC Bournemouth,21,England - Premier League,19,10,7,0,2,1,2.694718444,52.63157894736842,5.263157894736842,10.0,0.1418272865263158,33,35,5,12,13,2,219,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Libor Kozák,73,46,27,63.013698630136986,6,3,3,50.0,24,20,4,83.33333333333334,1,0,1,0.0,12.311459807217533,1,0,1,0.0,3,0,3,1,3,1,3,Aston Villa,4,England - Premier League,6,2,2,0,2,0,0.674867537,33.33333333333333,0.0,0.0,0.11247792283333334,6,27,1,6,3,3,36,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Loïc Rémy,103,87,16,84.46601941747572,6,6,0,100.0,74,68,6,91.8918918918919,3,2,1,66.66666666666666,12.54928453796272,5,1,4,20.0,3,0,9,8,5,4,6,Chelsea,13,England - Premier League,13,5,4,0,3,1,1.647004704,38.46153846153847,7.6923076923076925,20.0,0.12669266953846153,8,13,0,2,1,4,28,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Lucas Pezzini Leiva,1478,1239,239,83.82949932341002,189,131,58,69.31216931216932,907,859,48,94.70782800441015,79,29,50,36.708860759493675,19.648773815211523,4,0,4,0.0,20,1,20,16,5,4,21,Liverpool,27,England - Premier League,10,3,2,0,5,0,0.553640256,30.0,0.0,0.0,0.0553640256,121,147,68,60,68,65,528,32,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Luis Antonio Valencia Mosquera,709,605,104,85.33145275035261,59,42,17,71.1864406779661,450,421,29,93.55555555555556,48,20,28,41.66666666666667,15.895700729807052,28,12,16,42.857142857142854,5,3,26,22,14,11,8,Manchester United,14,England - Premier League,5,1,0,0,3,0,0.1862707734,20.0,0.0,0.0,0.03725415468,52,42,14,19,18,20,145,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Luke Shaw,351,291,60,82.90598290598291,36,24,12,66.66666666666666,202,185,17,91.58415841584159,19,11,8,57.89473684210527,16.795409728574356,10,5,5,50.0,3,1,7,6,2,1,3,Manchester United,5,England - Premier League,1,1,0,0,0,0,0.09207138,100.0,0.0,0.0,0.09207138,19,25,7,8,10,18,68,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Maarten Stekelenburg,467,289,178,61.88436830835118,83,21,62,25.301204819277107,149,149,0,100.0,274,102,172,37.22627737226277,45.139218556673065,0,0,0,0.0,1,0,0,0,0,0,2,Southampton,17,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,1,0,3,0,19,1,0,18,1,0.0,33,64.70588235294117,29,1,0,1,0,2,0,Goalkeeper,Goalkeepers
Mamadou Obbi Oularé,3,2,1,66.66666666666666,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,10.94407400208,0,0,0,0.0,0,0,0,0,0,0,0,Watford,2,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Mamadou Sakho,1244,1092,152,87.78135048231512,107,72,35,67.28971962616822,841,807,34,95.95719381688465,78,36,42,46.15384615384615,18.886132134553893,0,0,0,0.0,4,0,3,3,0,0,16,Liverpool,22,England - Premier League,6,1,3,0,1,1,0.923896527,16.666666666666664,16.666666666666664,100.0,0.1539827545,127,84,17,10,45,150,125,32,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Mame Biram Diouf,272,199,73,73.16176470588235,22,8,14,36.36363636363637,137,124,13,90.51094890510949,18,7,11,38.88888888888889,14.557122075521912,5,1,4,20.0,7,1,21,12,10,4,28,Stoke City,26,England - Premier League,32,15,5,0,7,5,4.856480782,46.875,15.625,33.33333333333333,0.1517650244375,46,79,12,23,20,17,212,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Manuel García Alonso,19,19,0,100.0,1,1,0,100.0,14,14,0,100.0,1,1,0,100.0,17.79912678179368,0,0,0,0.0,0,0,0,0,0,0,0,Manchester City,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Manuel Lanzini,1119,969,150,86.59517426273459,102,74,28,72.54901960784314,829,768,61,92.64173703256937,56,27,29,48.214285714285715,15.570563815463164,24,10,14,41.66666666666667,32,2,86,51,40,22,39,West Ham United,26,England - Premier League,48,10,20,1,17,5,3.446542672,20.833333333333336,10.416666666666668,50.0,0.07180297233333334,140,63,23,13,25,5,278,25,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Marc Albrighton,1214,671,543,55.271828665568364,223,94,129,42.152466367713004,497,415,82,83.5010060362173,326,91,235,27.914110429447852,21.281698260517757,142,32,110,22.535211267605636,55,7,100,61,56,29,32,Leicester City,38,England - Premier League,42,12,14,1,13,2,2.36266696,28.57142857142857,4.761904761904762,16.666666666666664,0.056253975238095236,163,108,44,27,77,32,610,23,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Marc Muniesa Martínez,558,458,100,82.07885304659499,60,35,25,58.333333333333336,325,308,17,94.76923076923077,58,17,41,29.310344827586203,19.79582616424774,10,2,8,20.0,4,0,12,6,5,1,7,Stoke City,15,England - Premier League,3,0,2,0,0,0,0.056767401,0.0,0.0,0.0,0.018922467000000002,45,45,18,11,34,45,184,26,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Marc Pugh,555,407,148,73.33333333333333,39,32,7,82.05128205128204,372,322,50,86.55913978494624,44,21,23,47.72727272727273,15.041108077359569,32,10,22,31.25,12,2,60,28,34,16,28,AFC Bournemouth,26,England - Premier League,22,9,4,1,6,3,2.683968362,40.909090909090914,13.636363636363635,33.33333333333333,0.1219985619090909,66,62,16,12,25,16,225,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Marc Wilson,113,86,27,76.10619469026548,17,6,11,35.294117647058826,53,51,2,96.22641509433963,20,6,14,30.0,27.017814261268672,1,1,0,100.0,1,0,2,1,0,0,3,Stoke City,4,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,21,5,3,1,18,32,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Marcin Ryszard Wasilewski,79,58,21,73.41772151898735,11,4,7,36.36363636363637,38,38,0,100.0,14,5,9,35.714285714285715,19.635025740753417,0,0,0,0.0,0,0,0,0,0,0,0,Leicester City,4,England - Premier League,1,0,1,0,0,0,0.04159231,0.0,0.0,0.0,0.04159231,5,17,5,5,7,20,39,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Marco van Ginkel,387,308,79,79.58656330749353,67,43,24,64.17910447761194,247,227,20,91.90283400809717,36,17,19,47.22222222222222,17.729346092057675,5,0,5,0.0,5,0,9,5,3,3,11,Stoke City,17,England - Premier League,10,1,3,1,2,0,0.519662764,10.0,0.0,0.0,0.0519662764,28,44,20,19,18,24,218,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Marcus Rashford,209,155,54,74.16267942583733,6,4,2,66.66666666666666,158,123,35,77.84810126582279,2,0,2,0.0,11.69192536837665,8,0,8,0.0,5,3,36,13,29,11,10,Manchester United,11,England - Premier League,16,8,1,0,7,5,1.80401335,50.0,31.25,62.5,0.112750834375,26,36,2,5,10,9,128,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Mario Suárez Mata,427,340,87,79.62529274004683,78,50,28,64.1025641025641,272,245,27,90.07352941176471,37,16,21,43.24324324324324,18.890090052786885,2,1,1,50.0,6,0,11,8,5,4,5,Watford,15,England - Premier League,9,1,4,0,3,0,0.42049565499999997,11.11111111111111,0.0,0.0,0.04672173944444444,50,27,10,17,17,21,137,20,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Mark Bunn,270,131,139,48.51851851851852,58,19,39,32.758620689655174,30,30,0,100.0,220,84,136,38.18181818181819,50.865244679941334,0,0,0,0.0,0,0,0,0,0,0,0,Aston Villa,10,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0,0,1,1,0,2,1,17,1,1,16,2,50.0,22,57.89473684210527,16,0,0,0,2,1,3,Goalkeeper,Goalkeepers
Mark Noble,1943,1662,281,85.53782810087493,285,189,96,66.3157894736842,1183,1116,67,94.33643279797126,193,108,85,55.95854922279793,18.633486624911406,16,8,8,50.0,43,4,40,28,9,7,60,West Ham United,37,England - Premier League,34,13,9,0,9,7,4.019765458,38.23529411764706,20.588235294117645,53.84615384615385,0.11822839582352941,214,126,48,47,68,26,603,46,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Marko Arnautović,1161,895,266,77.08871662360033,93,50,43,53.76344086021505,819,697,122,85.1037851037851,66,28,38,42.42424242424242,15.960207888527751,47,16,31,34.04255319148936,44,6,134,77,65,34,33,Stoke City,34,England - Premier League,72,22,32,2,12,11,11.080028553,30.555555555555557,15.277777777777779,50.0,0.15388928545833333,141,79,42,49,41,17,490,32,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Marouane Chamakh,91,72,19,79.12087912087912,12,6,6,50.0,52,45,7,86.53846153846155,1,0,1,0.0,12.019890380645275,1,0,1,0.0,4,0,4,1,2,0,5,Crystal Palace,10,England - Premier League,2,1,1,0,0,0,0.242332913,50.0,0.0,0.0,0.1211664565,5,23,5,7,8,0,63,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Marouane Fellaini-Bakkioui,601,494,107,82.19633943427621,54,36,18,66.66666666666666,381,351,30,92.1259842519685,13,4,9,30.76923076923077,15.263691445865291,2,1,1,50.0,10,0,21,12,8,4,15,Manchester United,18,England - Premier League,22,7,6,1,7,1,3.012999341,31.818181818181817,4.545454545454546,14.285714285714285,0.1369545155,81,87,17,38,26,21,224,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Martin Kelly,540,393,147,72.77777777777777,67,35,32,52.23880597014925,236,208,28,88.13559322033898,73,18,55,24.65753424657534,18.027551869301334,13,2,11,15.384615384615385,3,0,6,4,1,1,3,Crystal Palace,13,England - Premier League,1,0,0,0,1,0,0.019187449,0.0,0.0,0.0,0.019187449,40,54,18,11,11,50,143,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Martin Olsson,723,446,277,61.68741355463347,107,36,71,33.64485981308411,235,205,30,87.2340425531915,131,29,102,22.137404580152673,20.23363790999104,50,13,37,26.0,6,2,16,6,12,3,20,Norwich City,24,England - Premier League,7,6,1,0,0,1,0.213022623,85.71428571428571,14.285714285714285,16.666666666666664,0.030431803285714286,83,66,17,28,43,78,202,28,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Martin Škrtel,1146,1005,141,87.69633507853402,80,36,44,45.0,740,732,8,98.91891891891892,92,31,61,33.69565217391305,20.55132346709906,1,1,0,100.0,5,0,2,2,0,0,6,Liverpool,22,England - Premier League,10,3,2,0,4,1,0.507316491,30.0,10.0,33.33333333333333,0.0507316491,82,61,13,21,38,193,136,24,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Martín Gastón Demichelis,567,488,79,86.06701940035273,62,44,18,70.96774193548387,378,366,12,96.82539682539682,33,14,19,42.42424242424242,18.843633661803175,0,0,0,0.0,4,0,6,5,1,1,8,Manchester City,20,England - Premier League,5,0,2,0,2,0,0.30180650400000003,0.0,0.0,0.0,0.0603613008,42,43,12,13,19,75,119,26,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Marvin Emnes,15,9,6,60.0,1,1,0,100.0,10,7,3,70.0,0,0,0,0.0,10.97418644376,1,0,1,0.0,0,0,4,2,1,0,0,Swansea City,2,England - Premier League,1,0,0,0,1,0,0.014250298,0.0,0.0,0.0,0.014250298,3,3,1,0,2,0,16,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Massadio Haïdara,319,248,71,77.74294670846395,33,21,12,63.63636363636363,176,161,15,91.47727272727273,27,6,21,22.22222222222222,16.44586891023047,8,3,5,37.5,3,0,9,6,3,1,10,Newcastle United,7,England - Premier League,3,0,2,0,1,0,0.0439196815,0.0,0.0,0.0,0.014639893833333334,28,17,8,11,11,19,79,11,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Mathieu Debuchy,101,74,27,73.26732673267327,22,18,4,81.81818181818183,41,39,2,95.1219512195122,10,1,9,10.0,16.870940223754456,3,0,3,0.0,1,0,3,1,2,0,1,Arsenal,2,England - Premier League,1,0,0,0,1,0,0.029352702,0.0,0.0,0.0,0.029352702,10,9,4,3,5,6,25,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Mathieu Flamini,627,548,79,87.40031897926634,83,64,19,77.10843373493977,427,406,21,95.08196721311475,28,11,17,39.285714285714285,16.393847218754065,2,1,1,50.0,4,0,5,2,1,0,8,Arsenal,16,England - Premier League,7,2,2,0,2,0,0.9192256879999999,28.57142857142857,0.0,0.0,0.13131795542857141,39,43,16,19,37,26,191,13,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Matt Grimes,46,34,12,73.91304347826086,7,4,3,57.14285714285714,33,30,3,90.9090909090909,5,1,4,20.0,18.94708748967652,1,0,1,0.0,1,0,0,0,0,0,1,Swansea City,1,England - Premier League,1,0,0,0,1,0,0.04053711,0.0,0.0,0.0,0.04053711,1,6,1,3,2,0,18,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
Matt Jarvis,367,237,130,64.57765667574932,21,12,9,57.14285714285714,187,157,30,83.9572192513369,50,16,34,32.0,16.62485143455368,51,12,39,23.52941176470588,14,1,15,9,11,5,8,Norwich City,22,England - Premier League,10,4,3,0,2,1,0.992031861,40.0,10.0,25.0,0.0992031861,31,37,9,4,18,8,167,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Matt Miazga,88,72,16,81.81818181818183,7,1,6,14.285714285714285,55,54,1,98.18181818181819,8,1,7,12.5,22.215581465023636,0,0,0,0.0,0,0,0,0,0,0,2,Chelsea,2,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,8,2,1,5,6,13,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Matt Ritchie,1675,1176,499,70.2089552238806,190,92,98,48.421052631578945,912,785,127,86.07456140350878,261,98,163,37.547892720306514,19.406863629726704,89,25,64,28.08988764044944,35,6,49,26,26,10,62,AFC Bournemouth,37,England - Premier League,79,19,24,1,33,4,4.6373052321,24.050632911392405,5.063291139240507,21.052631578947366,0.058700066229113924,194,104,32,49,85,41,621,42,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Midfield,Midfielders
Matt Targett,555,412,143,74.23423423423424,67,44,23,65.67164179104478,251,225,26,89.64143426294821,70,38,32,54.285714285714285,18.47795746572065,27,11,16,40.74074074074074,4,1,5,3,2,1,13,Southampton,14,England - Premier League,3,1,0,0,2,0,0.144222356,33.33333333333333,0.0,0.0,0.048074118666666665,56,30,8,4,26,39,123,17,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Back,Defenders
Matteo Darmian,1157,908,249,78.47882454624028,123,78,45,63.41463414634146,639,580,59,90.76682316118936,97,24,73,24.742268041237114,17.475426274716714,39,12,27,30.76923076923077,11,0,19,10,12,5,23,Manchester United,28,England - Premier League,7,1,5,0,1,1,0.181710034,14.285714285714285,14.285714285714285,100.0,0.025958576285714286,62,115,52,31,36,74,347,37,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Back,Defenders
Matthew Pennington,172,147,25,85.46511627906976,13,8,5,61.53846153846154,116,113,3,97.41379310344827,10,2,8,20.0,17.729268306802325,1,0,1,0.0,0,0,1,1,1,1,1,Everton,4,England - Premier League,2,1,1,0,0,0,0.12124941,50.0,0.0,0.0,0.060624705,20,7,3,2,10,22,22,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Mauro Matías Zárate,336,249,87,74.10714285714286,21,16,5,76.19047619047619,191,167,24,87.43455497382199,46,16,30,34.78260869565217,16.887148393529998,22,7,15,31.818181818181817,17,0,47,26,27,14,23,West Ham United,15,England - Premier League,30,14,8,1,6,4,1.935043989,46.666666666666664,13.333333333333334,28.57142857142857,0.0645014663,51,33,15,15,14,6,140,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Max-Alain Gradel,339,224,115,66.07669616519173,18,5,13,27.77777777777778,214,177,37,82.71028037383178,46,16,30,34.78260869565217,16.6878479293954,27,6,21,22.22222222222222,8,2,45,20,34,15,26,AFC Bournemouth,14,England - Premier League,18,6,4,0,7,1,1.5043037857,33.33333333333333,5.555555555555555,16.666666666666664,0.08357243253888888,66,41,14,12,20,9,214,12,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Maya Yoshida,567,441,126,77.77777777777779,71,29,42,40.845070422535215,281,269,12,95.72953736654804,88,31,57,35.22727272727273,21.816278518377143,4,1,3,25.0,2,0,8,6,1,0,7,Southampton,20,England - Premier League,2,2,0,0,0,1,0.52635944,100.0,50.0,50.0,0.26317972,34,31,9,8,28,62,100,19,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Memphis Depay,751,547,204,72.83621837549934,47,27,20,57.446808510638306,478,409,69,85.56485355648536,71,23,48,32.3943661971831,15.640966492324154,63,11,52,17.46031746031746,12,0,66,33,53,26,39,Manchester United,29,England - Premier League,56,17,17,1,18,2,4.3818552493,30.357142857142854,3.571428571428571,11.76470588235294,0.07824741516607144,80,37,9,22,20,10,187,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Wing,Forwards
Mesut Özil,2511,2050,461,81.64078056551175,279,209,70,74.91039426523297,1746,1561,185,89.40435280641466,274,132,142,48.175182481751825,16.015137953136346,89,43,46,48.31460674157304,123,19,92,54,37,25,53,Arsenal,35,England - Premier League,49,19,6,2,20,6,5.9662406854,38.775510204081634,12.244897959183673,31.57894736842105,0.1217600139877551,146,57,24,24,25,6,467,19,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Micah Richards,783,654,129,83.5249042145594,72,47,25,65.27777777777779,450,435,15,96.66666666666667,64,27,37,42.1875,18.464595592609655,2,1,1,50.0,6,1,30,22,8,3,31,Aston Villa,24,England - Premier League,14,2,8,0,1,1,1.7120120159999999,14.285714285714285,7.142857142857142,50.0,0.12228657257142857,72,74,31,17,45,131,198,28,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Center Back,Defenders
Michael Carrick,1562,1353,209,86.61971830985915,287,215,72,74.91289198606272,1008,950,58,94.24603174603175,137,73,64,53.284671532846716,19.91047544509598,6,3,3,50.0,8,0,12,7,1,0,19,Manchester United,27,England - Premier League,7,1,0,0,6,0,0.305455375,14.285714285714285,0.0,0.0,0.04363648214285714,96,64,25,16,38,46,269,37,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Defensive Midfield,Midfielders
Michail Antonio,708,460,248,64.97175141242938,69,32,37,46.3768115942029,312,252,60,80.76923076923077,125,51,74,40.8,19.04153159217051,56,17,39,30.357142857142854,19,3,94,59,56,32,37,West Ham United,26,England - Premier League,56,20,20,1,13,8,5.604933744,35.714285714285715,14.285714285714285,40.0,0.10008810257142857,108,105,32,27,56,60,341,51,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Michel Vorm,49,47,2,95.91836734693877,0,0,0,0.0,32,32,0,100.0,6,4,2,66.66666666666666,25.599275087289794,0,0,0,0.0,0,0,0,0,0,0,0,Tottenham Hotspur,1,England - Premier League,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Goalkeeper,Goalkeepers
Miguel Arturo Layún Prado,60,45,15,75.0,1,1,0,100.0,42,37,5,88.09523809523809,4,1,3,25.0,14.605320623184001,6,1,5,16.666666666666664,2,0,4,4,1,1,1,Watford,3,England - Premier League,4,1,2,0,1,1,0.246095348,25.0,25.0,100.0,0.061523837,5,5,1,1,1,3,31,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Midfield,Midfielders
Miguel Ángel Britos Cabrera,772,529,243,68.52331606217616,144,50,94,34.72222222222222,303,294,9,97.02970297029702,221,76,145,34.38914027149321,25.384263659205388,1,1,0,100.0,0,0,8,7,0,0,18,Watford,24,England - Premier League,7,0,5,0,1,0,0.652075664,0.0,0.0,0.0,0.0931536662857143,64,71,14,21,35,178,171,27,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Back,Defenders
Mikel Arteta Amatriain,128,113,15,88.28125,16,11,5,68.75,79,78,1,98.73417721518987,6,3,3,50.0,17.551989127996876,0,0,0,0.0,1,0,2,1,1,0,7,Arsenal,9,England - Premier League,1,1,0,0,0,0,0.37236434,100.0,0.0,0.0,0.37236434,5,11,3,8,4,7,38,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Attacking Midfield,Midfielders
Mile Jedinak,828,604,224,72.94685990338165,130,66,64,50.76923076923077,344,317,27,92.15116279069767,85,32,53,37.64705882352941,18.808847368149564,8,3,5,37.5,9,0,6,5,0,0,19,Crystal Palace,27,England - Premier League,14,1,5,0,5,0,0.9048062729999999,7.142857142857142,0.0,0.0,0.0646290195,85,115,31,43,35,81,394,41,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Modibo Maïga,12,5,7,41.66666666666667,0,0,0,0.0,5,3,2,60.0,0,0,0,0.0,12.1474445646,2,0,2,0.0,0,0,5,4,4,3,1,West Ham United,3,England - Premier League,2,2,0,0,0,1,0.448480331,100.0,50.0,50.0,0.2242401655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Center Forward,Forwards
Modou Barrow,235,172,63,73.19148936170212,9,4,5,44.44444444444444,162,138,24,85.18518518518519,17,3,14,17.647058823529413,14.743855094789106,25,8,17,32.0,12,3,51,30,38,21,27,Swansea City,22,England - Premier League,12,4,5,0,2,1,0.6395988,33.33333333333333,8.333333333333332,25.0,0.053299900000000004,38,46,7,3,30,5,199,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Mohamed Naser Elsayed Elneny,744,685,59,92.06989247311827,78,64,14,82.05128205128204,579,560,19,96.71848013816926,34,17,17,50.0,16.29038634363387,3,0,3,0.0,2,1,8,4,3,0,13,Arsenal,11,England - Premier League,13,2,3,0,8,0,0.9750984220000001,15.384615384615385,0.0,0.0,0.07500757092307693,44,19,6,10,15,22,167,15,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Morgan Schneiderlin,1484,1321,163,89.01617250673854,175,132,43,75.42857142857143,1010,975,35,96.53465346534654,104,62,42,59.61538461538461,17.736787915017818,5,0,5,0.0,9,0,26,19,6,5,18,Manchester United,29,England - Premier League,11,1,6,0,4,1,1.210289647,9.090909090909092,9.090909090909092,100.0,0.11002633154545455,137,108,41,60,35,51,510,63,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Defensive Midfield,Midfielders
Mousa Sidi Yaya Dembélé,1383,1238,145,89.51554591467824,137,110,27,80.2919708029197,1064,1006,58,94.54887218045113,20,5,15,25.0,15.796445353309847,5,1,4,20.0,25,1,101,81,36,26,48,Tottenham Hotspur,29,England - Premier League,22,9,6,0,7,3,1.7568571145,40.909090909090914,13.636363636363635,33.33333333333333,0.07985714156818181,184,147,80,57,60,36,578,39,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Moussa Sissoko,1576,1142,434,72.46192893401016,167,95,72,56.886227544910184,966,802,164,83.02277432712215,110,54,56,49.09090909090909,15.403543195693704,114,45,69,39.473684210526315,50,7,148,78,60,31,38,Newcastle United,37,England - Premier League,39,12,13,0,11,1,3.692096528,30.76923076923077,2.564102564102564,8.333333333333332,0.09466914174358974,208,137,35,58,63,48,603,28,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Right Wing,Forwards
Muhamed Bešić,352,300,52,85.22727272727273,26,18,8,69.23076923076923,254,227,27,89.37007874015748,20,13,7,65.0,17.719097261240453,3,1,2,33.33333333333333,4,0,16,11,5,4,3,Everton,12,England - Premier League,4,2,0,1,1,0,0.192631854,50.0,0.0,0.0,0.0481579635,53,31,15,9,19,18,138,9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
N''Golo Kanté,1476,1202,274,81.43631436314364,169,121,48,71.59763313609467,934,847,87,90.68522483940042,85,42,43,49.411764705882355,15.985876545501464,20,10,10,50.0,24,3,63,48,19,14,30,Leicester City,37,England - Premier League,21,5,12,0,3,1,0.7659033805,23.809523809523807,4.761904761904762,20.0,0.036471589547619046,270,246,102,54,114,77,906,110,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Defensive Midfield,Midfielders
Nabil Bentaleb,100,78,22,78.0,14,8,6,57.14285714285714,67,60,7,89.55223880597015,9,2,7,22.22222222222222,18.8559693708408,0,0,0,0.0,2,0,5,4,1,1,1,Tottenham Hotspur,5,England - Premier League,3,2,1,0,0,0,0.1347764505,66.66666666666666,0.0,0.0,0.0449254835,5,4,2,3,3,1,31,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,Left Center Midfield,Midfielders
